document,chunk,text,question
using-rag-and-react-to-augment-your-llm-based-applications,2,ReACT (Reason and Act) is a prompting technique to guide LLM to verbally express their reasoning and adapt its plan based on data from external sources.,What is the purpose of the ReACT prompting technique?
using-rag-and-react-to-augment-your-llm-based-applications,3,"In this talk, you'll learn about RAG and ReACT and how using ReACT + RAG together can help extend and improve accuracy of your LLM-based applications through a sample app.",What is the benefit of combining ReACT with RAG in LLM-based applications?
how-to-build-a-creative-dapp-with-ai&web3,0,"In this session, I'll show you the synergy of AI&web3.",What is the connection between AI and web3?
how-to-build-a-creative-dapp-with-ai&web3,1,"What you'll learn: 👉 Fundamentals of AI and blockchain/web3👉 About topics like NFTs, smart contract technology 👉 Create something with AI, from text to..... 😄 (surprise).",What are some of the core topics you will learn about in AI and blockchain/web3?
how-to-build-a-creative-dapp-with-ai&web3,2,👉 that will be turned into a Dapp so interactions with the blockchain will be shown and seen.,What is the purpose of turning this into a Dapp?
how-to-build-a-creative-dapp-with-ai&web3,3,"This is for all kind of developers but especially those who like to be creative, with functionality and design, plus who are interested in knowing more about blockchain + web3.",What kind of developers might find the information about blockchain and web3 particularly useful?
how-to-build-a-creative-dapp-with-ai&web3,4,"It's a full coding session, so bring your laptop and your phone also will play a role in this session!",What devices should you bring to the coding session?
botching-up-your-git-branches-and-unbotching-them,0,Want to learn how a ancient Greek general saved my work?,How did an ancient Greek general save the work?
botching-up-your-git-branches-and-unbotching-them,1,Did you ever mess up your git branches in a very bad way?,Have you ever made a serious mistake while managing your git branches?
botching-up-your-git-branches-and-unbotching-them,2,Do you enjoy learning from some one else mistake?Well I managed to mishandle them in a terrible way.,How did you mishandle learning from someone else's mistake?
botching-up-your-git-branches-and-unbotching-them,3,"I will share with you just how I did it, what I tried, how I failed and finally how I unbotched the botch-up.",What steps did you take to fix the mistake you made?
botching-up-your-git-branches-and-unbotching-them,4,Time to untie the Gordian knot!,"What does the phrase ""untie the Gordian knot"" mean?"
unleashing-the-power-of-developer-tools-for-web-accessibility-testing,0,"When it comes to testing for accessibility of our web apps, most of us would have used Chrome Lighthouse to generate a report and use the results to improve the accessibility of our web apps.",What tool do many people use to test and improve the accessibility of their web apps?
unleashing-the-power-of-developer-tools-for-web-accessibility-testing,1,"However, that is not the only way to test for accessibility, and those tests can only detect a subset of issues.",What are some other methods to check for accessibility issues?
unleashing-the-power-of-developer-tools-for-web-accessibility-testing,2,"Do you know, there are many other ways in which we can test for accessibility using those same dev tools?",What are some other methods to test for accessibility using development tools?
unleashing-the-power-of-developer-tools-for-web-accessibility-testing,3,"In this talk, we will delve beyond the conventional use of Chrome Lighthouse and uncover several alternative methods within the developer tools to test web accessibility.",What other techniques besides Chrome Lighthouse can be used to evaluate web accessibility?
unleashing-the-power-of-developer-tools-for-web-accessibility-testing,4,"We will explore techniques such as inspecting the accessibility tree, gaining insights into ARIA attributes, emulating various vision disabilities, and more.",What methods can be used to evaluate website accessibility?
unleashing-the-power-of-developer-tools-for-web-accessibility-testing,5,"So, join me in this session, where we will unlock the potential of dev tools to unveil a diverse range of accessibility issues.",What will be discussed in the session about dev tools?
unleashing-the-power-of-developer-tools-for-web-accessibility-testing,6,"Let's all learn together and improve how we test for web accessibility, and make the web inclusive for all our users.",How can we work together to enhance web accessibility testing and create a more inclusive online experience for everyone?
secure-software-ecosystems:-best-practices-and-regulatory-insights,0,"Every day, we encounter another critical vulnerability such as Log4J, Spring4Shell, or the XZ Backdoor, prompting us to wonder if we could be the next target.",What are some examples of significant vulnerabilities that could pose threats?
secure-software-ecosystems:-best-practices-and-regulatory-insights,1,"During this session, we will explore the process of establishing a secure software development ecosystem to mitigate these security risks.",What will be explored during this session to address security risks in software development?
secure-software-ecosystems:-best-practices-and-regulatory-insights,2,"Ali, leveraging years of experience as a Security Engineer, and Soroosh, offering his expertise in software development, will discuss strategies for attaining this objective.",What backgrounds do the speakers have that qualify them to discuss strategies for achieving this goal?
secure-software-ecosystems:-best-practices-and-regulatory-insights,3,Key takeaways from this session include:- Understanding DevSecOps and its role in securing our applications.- Best practices for building a secure software ecosystem.- A brief overview of Supply Chain Attacks and their significance.- The importance of the Software Bill of Materials and the best available solutions in the market.- Principles and techniques for securing cloud-native applications from development to deployment.- Exploring EU regulations regarding supply chain attacks and their impact on software security practices.,What is the significance of understanding DevSecOps in securing applications?
deep-dive-into-model-driven-design:-refining-domain-models-in-code,0,"Most software products begin with an initial software model, one that is typically naive and superficial, grounded in basic understanding.",What is common about the starting point of most software products?
deep-dive-into-model-driven-design:-refining-domain-models-in-code,1,"This initial phase is natural, as it aligns with the early stages of discovering and exploring a new product with stakeholders.",Why is the initial phase considered natural in the context of engaging with a new product?
deep-dive-into-model-driven-design:-refining-domain-models-in-code,2,"Initially, the process involves identifying nouns and verbs to create the first objects and methods in our code.",How does the initial process of creating the first objects and methods in code begin?
deep-dive-into-model-driven-design:-refining-domain-models-in-code,3,"While this early model enables quick feedback for the product, it often becomes less effective over time.",Why does this early model become less effective over time?
deep-dive-into-model-driven-design:-refining-domain-models-in-code,4,"As more feedback is gathered, the model usually fails to accurately reflect the main concerns of domain experts, becoming less relevant for the product's development.",Why does the model become less relevant for the product's development over time?
deep-dive-into-model-driven-design:-refining-domain-models-in-code,5,"The absence of a model that mirrors the domain's core aspects can prevent adjustments to the code based on changing stakeholder needs, potentially blocking product innovations.",How can the lack of a relevant model affect the ability to innovate a product?
deep-dive-into-model-driven-design:-refining-domain-models-in-code,6,"Additionally, the gap between the code and the domain model leads to missed opportunities for insights, as the code no longer represents our domain knowledge accurately.Join us in this live coding talk session focused on the significance of continuously refining your core domain models in code.",Why is it important to keep updating your core domain models in the code?
deep-dive-into-model-driven-design:-refining-domain-models-in-code,7,"We will introduce you to the context by guiding you through several collaborative modelling techniques such as Eventstorming, Domain Storytelling, Context Mapping, CRC-cards and more.",What are some collaborative modelling techniques introduced in the context?
deep-dive-into-model-driven-design:-refining-domain-models-in-code,8,We then dive into coding challenges using C# where you'll witness firsthand the transformative power of supple design and a deeper model.,What benefits can one expect from using flexible design and a deeper model in C# coding challenges?
deep-dive-into-model-driven-design:-refining-domain-models-in-code,9,"By the end, you'll understand how continuously refactoring the model can be pivotal in driving product development breakthroughs.",How can continuously refactoring the model impact product development?
deep-dive-into-model-driven-design:-refining-domain-models-in-code,10,"You'll depart with enriched practical insights and a Deep Dive of Part III of Evans’s groundbreaking work on Domain-Driven Design (DDD) that goes beyond basic concepts like aggregates, entities, and value objects.",What advanced knowledge can you expect to gain from Part III of Evans's work on Domain-Driven Design?
live-coding:-mastering-web-scraping-with-scrapoxy,0,Join me for an incredible live-coding masterclass to unlock the full potential of Web Scraping!,What is the main focus of the upcoming live-coding masterclass?
live-coding:-mastering-web-scraping-with-scrapoxy,1,"From novice to virtuoso, you’ll learn advanced legal techniques for collecting crucial datasets to train AI models.🔍 Highlights 🔍 Protection Disclosed 🔒- Overcome fingerprint challenges and anti-bot measures.- Reverse engineering protection to understand tracking signalsProxy and Browser Farms Adventure 🌐- Discover Scrapoxy, the free and open-source proxies aggregator tailored for Web Scraping- Become an expert in browser farms with PlaywrightThis live session will immerse you in the secret world of data.",What tools will you explore for handling proxy and browser farms?
live-coding:-mastering-web-scraping-with-scrapoxy,2,Don't miss the unique opportunity to master these essential skills!#data #webscraping #livecoding,What essential skills can you learn from this opportunity?
empowering-sustainability:-how-essent's-innovative-approach-and-habit-building-cuts-cloud-waste,0,"Understanding that Essent's journey towards becoming fully cloud-native is ongoing, we acknowledge our current reliance on traditional infrastructures, such as EC2 and RDS instances.",What traditional infrastructures are still being used as Essent moves towards becoming fully cloud-native?
empowering-sustainability:-how-essent's-innovative-approach-and-habit-building-cuts-cloud-waste,1,"To bridge this gap, Essent has engineered a serverless solution that empowers developers to manage their environments effortlessly through straightforward Slack commands or API’s, accessible via a developer portal.",How does Essent's serverless solution help developers manage their environments?
empowering-sustainability:-how-essent's-innovative-approach-and-habit-building-cuts-cloud-waste,2,"This innovation enables Essent engineers to stop or start non-production environments with the same ease as turning off a light switch, marking the end of their workday or starting a new one by reducing cloud waste.",How does this innovation benefit Essent engineers in managing non-production environments?
empowering-sustainability:-how-essent's-innovative-approach-and-habit-building-cuts-cloud-waste,3,"Crucially, the cornerstone of this initiative was habit building.",What was the fundamental aspect of this initiative?
empowering-sustainability:-how-essent's-innovative-approach-and-habit-building-cuts-cloud-waste,4,"More than the introduction of a new tool, fostering a culture where sustainable practices became second nature was key.",Why was fostering a culture of sustainable practices important?
empowering-sustainability:-how-essent's-innovative-approach-and-habit-building-cuts-cloud-waste,5,"We encountered challenges early on—efforts to shift habits met with resistance, and initial adoption rates were low.",What obstacles were faced when trying to change habits initially?
empowering-sustainability:-how-essent's-innovative-approach-and-habit-building-cuts-cloud-waste,6,"Success came from deriving feedback from anecdotes and working backwards from the employees' perspective.In this talk we will share our journey of identifying cloud inefficiencies, how we deployed an innovative approach to tackle this issue and how we built habits, empowering our development teams to adopt more sustainable practices.",How did they address cloud inefficiencies and encourage sustainable practices among development teams?
give-your-apps-superpowers-with-an-ai-native-database,0,"Databases are going all-in on AI.We all know that AI is ""the"" hot new thing.",What is the current trend with databases in relation to AI?
give-your-apps-superpowers-with-an-ai-native-database,1,"AI is fast transforming not just the tech world, but our world in general.",How is AI changing various aspects of life beyond just technology?
give-your-apps-superpowers-with-an-ai-native-database,2,"Who among us hasn't had a relative, friend, or Uber driver ask us about this in the last year?But what's AI got to do with databases?",What is the relationship between AI and databases?
give-your-apps-superpowers-with-an-ai-native-database,3,"As it turns out, quite a lot.",What is the extent of what is involved?
give-your-apps-superpowers-with-an-ai-native-database,4,"The right database can help your application, business, or customer get more out of AI, faster.",How can the right database enhance the performance of AI applications?
give-your-apps-superpowers-with-an-ai-native-database,5,"What's more, the right database can even make the AI models themselves work better.That's why existing databases are scrambling to support AI use cases, and developers are looking for databases that offer features and deep integration with various AI models, capabilities and power AI-powered applications.This talk will cover all this through the lens of it means for a database to be ""AI-native"".",Why are developers seeking out databases with specific features and deep integration with AI models?
give-your-apps-superpowers-with-an-ai-native-database,6,"AI-native databases are designed to empower builders and developers to build AI-powered tools.We'll talk about how they enable better search, integrate with generative AI models, and improve generative models' capabilities.",How do AI-native databases enhance search functionalities?
give-your-apps-superpowers-with-an-ai-native-database,7,"We'll also talk about the key pieces of technology that enable these value-adds, like vector indexes, vector and hybrid search, retrieval augmented generation, and multi-tenancy.",What are some critical technologies that help facilitate these additional benefits?
give-your-apps-superpowers-with-an-ai-native-database,8,"Of course, there'll be live demos and examples to round out the talk, too.So join us to learn why an AI-native database should be an integral part of your AI tech stack.",Why should an AI-native database be an essential part of your AI technology stack?
using-ai-to-save-time-and-sanity,0,"In today's academic world, the number of scientific papers on any topic is growing.",Why is the number of scientific papers on various topics increasing in today's academic world?
using-ai-to-save-time-and-sanity,1,"While this wealth of textual data is a treasure trove for data scientists, it simultaneously presents significant challenges for anyone who wants to screen this literature systematically.",What are the challenges for individuals wanting to systematically review a large amount of textual data?
using-ai-to-save-time-and-sanity,2,"Whether for medical guidelines, review papers, or for evidence-based policy recommendations, one needs to systematically sift through thousands of studies to identify the rare relevant ones.",Why is it necessary to review many studies to find the relevant ones for medical guidelines or policy recommendations?
using-ai-to-save-time-and-sanity,3,"This tedious, time-consuming, and error-prone process (e.g., due to screening fatigue) usually demands months of work.",Why does this process take months of work?
using-ai-to-save-time-and-sanity,4,"Despite this effort, systematic overviews are indispensable for scholars and clinicians, policymakers, journalists, and the public at large.",Why are systematic overviews considered essential for various groups like scholars and policymakers?
using-ai-to-save-time-and-sanity,5,"The rapidly evolving field of AI offers promising solutions to the literature screening challenge using machine learning models and, very recently, large language models (LLMs).",How is the field of artificial intelligence addressing the challenge of literature screening?
using-ai-to-save-time-and-sanity,6,"However, many of these AI-driven solutions emerge from tech companies that publish new and, hopefully, better models at an unprecedented rate.",Where do many AI-driven solutions originate from?
using-ai-to-save-time-and-sanity,7,"The rapidity of advancements in the field of AI outpaces meticulous scientific evaluations, leaving many methods unrefined and unproven.",Why are many AI methods still unrefined and unproven?
using-ai-to-save-time-and-sanity,8,"Moreover, we know that the broader scientific community (and beyond) has concerns about using LLMs for research: Should we replace human screeners with an AI (as predicted by OpenAI), or should we keep a human in the loop?",What are the concerns about using AI instead of humans for research screening?
using-ai-to-save-time-and-sanity,9,"And, if we want to use an AI, what model is best for maximizing performance and under what conditions?",What AI model should we choose to achieve the best performance and under which conditions?
using-ai-to-save-time-and-sanity,10,"How do humans interact with machines, and what types of bias are introduced by these new workflows?At The AI-aided knowledge discovery lab at Utrecht University, we facilitate research to answer such questions and develop fully open and transparent infrastructure to test and apply new models to real-world applications, including the open-source software ASReview (https://github.com/asreview).",How does the AI-aided knowledge discovery lab at Utrecht University help in researching human and machine interactions and addressing biases?
using-ai-to-save-time-and-sanity,11,"During the presentation, Rens will present several use cases where comprehensive literature overviews are essential (think of medical guidelines, side-effects of drugs, and dosage recommendations for children).",What are some scenarios where detailed literature reviews are important?
using-ai-to-save-time-and-sanity,12,"He will show how machine learning models can accelerate the screening task, and then we will discuss whether AI can fully replace humans for this task…p.s., Become a stargazer of the ASReview project and help us to increase visibility!",How can machine learning models speed up the screening process?
from-puzzles-to-proficiency:-the-opportunities-of-coding-competitions,0,"For as long as we know, we have been competing.",Why have humans always been competing?
from-puzzles-to-proficiency:-the-opportunities-of-coding-competitions,1,Arenas were built by the Romans to compete.,Why did the Romans construct arenas?
from-puzzles-to-proficiency:-the-opportunities-of-coding-competitions,2,"Put to two kids in a room with just a stone, and they will start a completion about the silliest thing they can do with that stone.",What could two kids do with a stone if left alone in a room?
from-puzzles-to-proficiency:-the-opportunities-of-coding-competitions,3,Humans are inherently competitive.,Why are humans naturally competitive?
from-puzzles-to-proficiency:-the-opportunities-of-coding-competitions,4,"However, the work we do is mostly about market outcome, and the outcome is not entirely based on skills or how good we are at using our tools.",What factors other than skills and tool proficiency influence the market outcome in your work?
from-puzzles-to-proficiency:-the-opportunities-of-coding-competitions,5,Programming competitions like Advent of Code or hackathons are a nice environment to experiment with tools and technologies while gaining new or improving skills and insights.,What are programming competitions like Advent of Code or hackathons useful for?
from-puzzles-to-proficiency:-the-opportunities-of-coding-competitions,6,"And at the same time, you connect with colleagues or new people.In this talk, we first dive into why these competitions can be fun, and how we can benefit from events like this.",Why might participating in competitions with colleagues or new people be enjoyable and beneficial?
from-puzzles-to-proficiency:-the-opportunities-of-coding-competitions,7,"Next, we look into my experience while organizing various programming competitions.",What can you tell me about your experience organizing programming competitions?
from-puzzles-to-proficiency:-the-opportunities-of-coding-competitions,8,"This will include some examples, takeaways and maybe a blunder or two, which will help you participate or organize a competition!",What useful insights can you gain to either join or set up a competition?
public-speaking:-from-biggest-fear-to-greatest-love,0,Is the thought of having to speak in front of a group of people your worst nightmare?,Do you dread the idea of speaking in front of an audience?
public-speaking:-from-biggest-fear-to-greatest-love,1,It definitely was mine!,What are you referring to when you say it was yours?
public-speaking:-from-biggest-fear-to-greatest-love,2,"In this session I will share my journey from not wanting to speak at all around people, to confidently approaching people I don't know.",What was your journey like from being shy to confidently approaching strangers?
public-speaking:-from-biggest-fear-to-greatest-love,3,"I'll provide insights into my personal experiences and offer tips to help you become more comfortable with public speaking, even in front of large audiences.",How can you become more comfortable with public speaking in front of large audiences?
the-shitposting-ai---an-ironic-solution-to-fruitless-online-debate,0,"Using modern AI approaches such as GPT-2, Tacotron and Conformers, we created fully autonomous robot heads that engage in heated social media discussions, completely taking the human out of the loop.",How do modern AI approaches enable autonomous robot heads to engage in social media discussions without human involvement?
the-shitposting-ai---an-ironic-solution-to-fruitless-online-debate,1,"The TNG Innovation Hacking Team created a prototype of an end-to-end natural language understanding system, employing techniques such as Speech-to-Text (STT), Conditional Text Generation and Text-To-Speech (TTS).Social media comments have become the predominant medium for public discussion.",What technologies did the TNG Innovation Hacking Team use in their natural language understanding system?
the-shitposting-ai---an-ironic-solution-to-fruitless-online-debate,2,"However, discussions on Facebook, Twitter and Reddit are notorious for their poor debate culture and missing conclusiveness.",Why are debates on certain social media platforms often inconclusive and poorly conducted?
the-shitposting-ai---an-ironic-solution-to-fruitless-online-debate,3,The obvious solution to this tremendous waste of time is automation of such fruitless discussions using a bot.,What is a proposed solution to save time spent on unproductive discussions?
the-shitposting-ai---an-ironic-solution-to-fruitless-online-debate,4,"In this talk, we will give an introduction to NLP, focussing on the concepts of STT, Text Generation and TTS.",What are the main concepts covered in the introduction to NLP in this talk?
the-shitposting-ai---an-ironic-solution-to-fruitless-online-debate,5,"Using live demos, we will guide you through the process of scraping social media comments, training a text generation model, synthesizing millions of voices and building IoT robot heads.",What steps are involved in creating IoT robot heads?
sky-guardians:-revolutionizing-wildlife-monitoring-with-drones-and-iot,0,"Ever wondered how a simple idea can evolve into an extensive network of IoT sensors, tracking wildlife across thousands of hectares?",How can a basic concept transform into a widespread network of IoT sensors monitoring wildlife over large areas?
sky-guardians:-revolutionizing-wildlife-monitoring-with-drones-and-iot,1,"Traditional wildlife monitoring, involving manual counts and measurements, is time-consuming and often inaccurate.",Why is traditional wildlife monitoring considered inefficient?
sky-guardians:-revolutionizing-wildlife-monitoring-with-drones-and-iot,2,"By leveraging sensor technology, we can automate tracking, localization, and counting 24/7, reducing ecological damage and aiding in achieving climate goals.Join me as I share the journey from concept to prototype, and the scaling up to a fully operational sensor network, highlighting the challenges faced and the groundbreaking impact on ecological studies.",How can sensor technology contribute to achieving climate goals?
beats-in-the-browser---coding-music-with-javascript,0,Javascript is extremely versatile.,Why is Javascript considered very flexible?
beats-in-the-browser---coding-music-with-javascript,1,"We use it to build frontend, backend, desktop and mobile apps.",What types of applications can this tool be used to build?
beats-in-the-browser---coding-music-with-javascript,2,But did you know you can even create music with it ?,Can you actually make music with it?
beats-in-the-browser---coding-music-with-javascript,3,"!In this talk, Rowdy will show you how easy and fun it is to code your own music with the Web Audio API.",What will Rowdy demonstrate about creating music with the Web Audio API?
beats-in-the-browser---coding-music-with-javascript,4,"As a bonus, he will throw in the Web MIDI API and Web Bluetooth API to really get the party started.",What additional APIs will be included as a bonus to enhance the experience?
beats-in-the-browser---coding-music-with-javascript,5,Let’s turn up the bass!,What does it mean to turn up the bass?
it's-not-rocket-science!-or-is-it?,0,"Do you know that ""come on, it's hardly rocket science!?""-feeling?",Have you ever felt like something should be easy to understand because it's not complicated?
it's-not-rocket-science!-or-is-it?,1,"As a software developer, up to now I've spent my entire career building things that literally weren't rocket science.",What kind of work has the software developer focused on in their career so far?
it's-not-rocket-science!-or-is-it?,2,I do have a passion for rockets and all things space.,What is one of your main interests related to space?
it's-not-rocket-science!-or-is-it?,3,In this talk I combine two of my biggest interests in one talk.,What are the two main interests discussed in this talk?
it's-not-rocket-science!-or-is-it?,4,We'll dive into how rockets work and how the companies behind them do.,How do rockets function and what do rocket companies do?
it's-not-rocket-science!-or-is-it?,5,"And we'll see how much we can learn from looking at a couple of those companies, the things they do and the mistakes they made.",What can be learned from examining the actions and errors of certain companies?
it's-not-rocket-science!-or-is-it?,6,"Not just rockets, by the way.",What other types of spacecraft are being developed besides rockets?
it's-not-rocket-science!-or-is-it?,7,There are things we can learn from other industries as well.,What can we learn from other industries?
it's-not-rocket-science!-or-is-it?,8,"If you're interested in a different perspective on how to improve your team, department or company even; this talk might be worth it.",What can you learn from this talk to enhance your organization?
it's-not-rocket-science!-or-is-it?,9,"And if that doesn't sounds that appealing, but looking at big screen photos and video of rockets does: just ignore my ramblings ;) This is a flight proven talk.",What is a flight proven talk?
building-the-future:-ai-infused-software-architecture,0,"In this engaging session, we'll delve into the transformative intersection of artificial intelligence and software architecture.",What will be the focus of the session discussed in the context?
building-the-future:-ai-infused-software-architecture,1,The integration of AI technology is revolutionizing the way we approach software design and development.,How is AI technology changing the approach to software design and development?
building-the-future:-ai-infused-software-architecture,2,"We'll embark on a journey to uncover how AI empowers architects to make more informed decisions, optimize system performance, and enhance the overall development process.",How does AI help architects improve their decision-making and development processes?
building-the-future:-ai-infused-software-architecture,3,"From intelligent decision support systems that analyze vast data sets to automating repetitive tasks, AI opens up a world of possibilities for architects.",How does AI benefit architects in their work?
building-the-future:-ai-infused-software-architecture,4,"Through real-world examples and practical insights, you'll gain a deeper understanding of how AI is becoming a vital tool in the architect's arsenal.As we explore the landscape of AI in software architecture, we'll discuss the practical applications and implications of this exciting synergy.",How is AI being utilized in the field of software architecture?
building-the-future:-ai-infused-software-architecture,5,"You'll discover how AI can lead to more efficient, resilient, and adaptive software systems.",How can AI improve the efficiency and adaptability of software systems?
building-the-future:-ai-infused-software-architecture,6,"Join us to unlock the potential of AI-driven architectural innovation, and learn how to harness this cutting-edge technology to stay at the forefront of the software architecture field.",How can AI-driven architectural innovation help in advancing software architecture?
building-the-future:-ai-infused-software-architecture,7,"Whether you're an experienced architect or a newcomer to the field, this talk offers valuable insights into the future of software design and development.",What can attendees of this talk expect to learn about the future of software design and development?
understanding-css-layout:-the-concepts-underlying-your-(least)-favorite-language.,0,"Have you ever felt perplexed by CSS, struggling to understand why the browser put the element where it did, and why it didn’t just follow the clear instructions you wrote?",Have you ever been confused by why a browser places elements differently than expected in CSS?
understanding-css-layout:-the-concepts-underlying-your-(least)-favorite-language.,1,"Do you think CSS is hard to work with?By getting a better understanding of the concepts that underlie the language, you’ll learn to “see the matrix”.",What can help make CSS easier to work with?
understanding-css-layout:-the-concepts-underlying-your-(least)-favorite-language.,2,"There’s normal flow, stacking context, offset parents… how do they interact with grid and flex layouts?","How do normal flow, stacking context, and offset parents interact with grid and flex layouts?"
understanding-css-layout:-the-concepts-underlying-your-(least)-favorite-language.,3,This talk unveils those concepts in a fun and engaging way.,What does the talk aim to reveal?
